;;;;;;;;;
Anexo 1. Desempeño fiscal de los municipios 2013, ;;;;;;;;;
ordenados de mayor a menor calificación;;;;;;;;;
;;;;;;;;;
Codigo Dane Mpio;Departamento;Municipio;Autofinanciamiento gastos de funcionamiento 1/;Respaldo del servicio de la deuda 2/;Dependencia transferencias y regalías 3/;Generación de recursos propios 4/;Magnitud de la inversión 5/;Capacidad de ahorro 6/;Indicador de desempeño Fiscal 7/
 25885 ; Cundinamarca ; Yacopí ;41,07;5,35;80,18;15,28;92,10;70,04;66,48
 76100 ; Valle Del Cauca ; Bolívar ;56,50;6,23;85,94;62,45;85,92;34,03;66,48
 68820 ; Santander ; Tona ;45,94;1,03;81,26;41,56;86,86;44,07;66,47
 68867 ; Santander ; Vetas ;58,38;0,00;79,78;44,19;83,17;42,43;66,45
 47692 ; Magdalena ; San Sebastián de Buenavista ;58,12;2,02;63,71;39,30;91,84;24,23;66,43
 50711 ; Meta ; Vistahermosa ;65,07;0,00;80,59;51,94;88,32;29,44;66,42
 05660 ; Antioquia ; San Luis ;73,07;2,19;71,80;48,66;86,30;28,66;66,41
 52835 ; Nariño ; San Andres de Tumaco ;65,26;0,00;93,07;82,11;94,73;3,48;66,41
 05842 ; Antioquia ; Uramita ;30,97;1,60;73,31;14,94;90,70;59,90;66,38
 05209 ; Antioquia ; Concordia ;73,67;2,12;77,47;56,89;83,10;28,80;66,36
 68669 ; Santander ; San Andrés ;50,58;1,59;67,70;32,22;89,82;36,93;66,36
 41797 ; Huila ; Tesalia ;44,62;13,19;80,55;66,04;82,13;36,26;66,36
 54385 ; Norte De Santander ; La Esperanza ;63,92;7,69;86,54;53,39;87,05;43,45;66,29
 15224 ; Boyacá ; Cucaita ;41,20;5,50;72,68;31,15;91,16;45,49;66,25
 47268 ; Magdalena ; El Retén ;63,43;0,52;74,03;42,06;91,87;28,81;66,24
 68211 ; Santander ; Contratación ;52,90;3,40;75,19;34,18;84,60;49,39;66,24
 73770 ; Tolima ; Suárez ;49,94;0,37;80,39;41,86;81,99;45,43;66,17
 13657 ; Bolívar ; San Juan Nepomuceno ;79,08;0,72;83,59;48,37;92,72;30,73;66,17
 73217 ; Tolima ; Coyaima ;63,31;1,38;86,35;52,58;90,82;31,67;66,14
 70265 ; Sucre ; Guaranda ;68,49;0,55;74,70;33,44;93,69;35,91;66,13
 20750 ; Cesar ; San Diego ;78,38;9,82;73,96;54,80;89,65;27,86;66,12
 05658 ; Antioquia ; San José de La Montaña ;63,68;7,19;48,51;31,55;78,52;35,18;66,09
 15464 ; Boyacá ; Mongua ;36,07;0,00;76,56;15,25;90,46;59,31;66,07
 15776 ; Boyacá ; Sutamarchán ;35,58;6,14;63,65;53,70;60,24;45,31;66,04
 41660 ; Huila ; Saladoblanco ;60,95;7,80;63,90;35,34;92,66;31,83;66,02
 73678 ; Tolima ; San Luis ;68,24;2,13;77,18;53,71;80,76;32,11;66,01
 52323 ; Nariño ; Gualmatán ;75,88;2,75;77,98;44,34;88,54;35,03;66,00
 25293 ; Cundinamarca ; Gachala ;65,20;0,00;72,47;39,51;85,72;34,32;66,00
 41799 ; Huila ; Tello ;56,41;1,53;86,26;43,02;88,66;43,18;65,99
 20614 ; Cesar ; Río de Oro ;63,76;0,00;87,45;49,27;91,36;33,11;65,98
 47545 ; Magdalena ; Pijiño del Carmen ;63,14;2,96;70,38;39,88;89,77;30,71;65,96
 05206 ; Antioquia ; Concepción ;48,53;4,46;67,09;39,48;85,54;33,98;65,94
 73504 ; Tolima ; Ortega ;69,93;1,52;88,87;51,21;93,43;31,65;65,92
 68533 ; Santander ; Páramo ;38,35;5,23;79,30;41,00;84,89;46,18;65,92
 15842 ; Boyacá ; Umbita ;54,06;2,64;77,71;35,35;90,21;41,75;65,92
 68320 ; Santander ; Guadalupe ;45,20;0,00;84,60;34,77;87,36;49,28;65,91
 68895 ; Santander ; Zapatoca ;32,83;6,42;64,90;40,52;79,83;38,90;65,91
 15778 ; Boyacá ; Sutatenza ;37,55;0,84;74,04;26,82;85,96;49,17;65,88
 52480 ; Nariño ; Nariño ;37,91;4,57;87,73;39,49;89,84;49,86;65,86
 23464 ; Córdoba ; Momil ;59,81;3,98;93,65;45,79;92,40;45,80;65,86
 13468 ; Bolívar ; Mompós ;71,95;0,00;94,94;60,17;93,38;26,14;65,84
 86865 ; Putumayo ; Valle del Guamuez ;62,38;2,80;88,01;48,48;92,61;35,46;65,83
 25426 ; Cundinamarca ; Macheta ;60,58;1,97;74,39;27,95;84,88;50,44;65,82
 05093 ; Antioquia ; Betulia ;66,40;3,90;68,09;38,85;88,88;30,59;65,82
 52240 ; Nariño ; Chachagüí ;58,65;6,01;88,35;54,25;88,33;38,00;65,82
 23300 ; Córdoba ; Cotorra ;79,30;0,00;93,34;48,91;94,24;35,12;65,79
 73555 ; Tolima ; Planadas ;61,07;2,54;88,47;47,38;92,53;36,52;65,78
 68255 ; Santander ; El Playón ;56,26;0,00;83,53;48,11;85,49;35,07;65,73
 15511 ; Boyacá ; Pachavita ;41,06;1,22;76,79;27,72;86,09;50,38;65,73
 66400 ; Risaralda ; La Virginia ;70,24;5,14;75,44;64,76;81,45;19,65;65,72
 25898 ; Cundinamarca ; Zipacón ;48,71;4,06;74,10;38,81;76,60;49,35;65,70
 52356 ; Nariño ; Ipiales ;64,82;25,54;84,17;80,62;89,23;27,12;65,68
 70713 ; Sucre ; San Onofre ;76,51;2,27;96,09;57,39;95,96;29,09;65,68
 05495 ; Antioquia ; Nechí ;75,95;5,29;84,09;60,67;89,28;24,14;65,67
 86571 ; Putumayo ; Puerto Guzmán ;76,89;3,40;88,15;47,47;91,94;37,03;65,67
 19212 ; Cauca ; Corinto ;78,82;1,46;87,63;66,59;87,01;19,39;65,65
 52254 ; Nariño ; El Peñol ;49,90;2,32;88,89;35,14;92,19;48,75;65,60
 54480 ; Norte De Santander ; Mutiscua ;55,41;1,02;72,30;31,84;86,52;39,87;65,58
 52612 ; Nariño ; Ricaurte ;53,58;4,67;91,36;43,56;93,73;43,19;65,55
 19130 ; Cauca ; Cajibío ;52,52;3,16;93,57;35,88;94,96;50,39;65,55
 05036 ; Antioquia ; Angelópolis ;54,82;4,58;72,27;46,42;80,60;34,81;65,54
 52585 ; Nariño ; Pupiales ;49,40;0,96;86,64;34,01;96,14;41,42;65,54
 19355 ; Cauca ; Inzá ;42,77;3,70;85,05;27,50;93,37;52,79;65,53
 25288 ; Cundinamarca ; Fúquene ;60,89;2,06;71,76;49,91;81,23;26,95;65,53
 52207 ; Nariño ; Consaca ;34,55;0,00;94,56;25,81;92,98;60,18;65,52
 25095 ; Cundinamarca ; Bituima ;55,01;2,63;58,53;33,05;84,17;28,58;65,50
 41020 ; Huila ; Algeciras ;56,53;0,62;87,15;40,62;91,83;39,02;65,50
 52399 ; Nariño ; La Unión ;57,34;6,93;85,49;51,04;93,36;32,12;65,50
 15325 ; Boyacá ; Guayatá ;47,33;0,00;71,55;20,09;88,66;47,29;65,48
 13838 ; Bolívar ; Turbaná ;72,14;8,79;54,95;53,13;85,21;9,81;65,48
 15542 ; Boyacá ; Pesca ;44,99;3,04;82,51;39,71;86,76;43,37;65,47
 68162 ; Santander ; Cerrito ;45,96;4,80;81,05;35,84;87,24;47,38;65,46
 68397 ; Santander ; La Paz ;43,85;3,51;76,33;28,57;87,03;48,78;65,43
 47058 ; Magdalena ; Ariguaní ;58,33;0,00;91,80;58,08;77,09;39,98;65,42
 54660 ; Norte De Santander ; Salazar ;43,98;2,61;82,73;16,48;89,60;64,00;65,41
 47245 ; Magdalena ; El Banco ;78,66;8,11;92,98;68,60;93,75;21,65;65,41
 25154 ; Cundinamarca ; Carmen de Carupa ;65,34;0,00;73,97;43,03;85,03;29,12;65,41
 68780 ; Santander ; Suratá ;46,59;0,43;73,76;28,24;85,74;44,13;65,40
 17665 ; Caldas ; San José ;49,73;2,42;71,48;40,49;84,04;33,12;65,40
 08849 ; Atlántico ; Usiacurí ;47,69;0,00;85,57;31,22;91,40;46,16;65,37
 05264 ; Antioquia ; Entrerrios ;59,53;14,85;39,31;56,43;64,54;19,06;65,36
 25339 ; Cundinamarca ; Gutiérrez ;61,04;1,55;60,39;27,10;86,01;32,47;65,35
 05364 ; Antioquia ; Jardín ;70,68;4,14;74,27;53,36;81,93;26,22;65,32
 19397 ; Cauca ; La Vega ;60,44;0,81;79,23;25,86;95,12;41,98;65,32
 76828 ; Valle Del Cauca ; Trujillo ;79,33;2,60;79,53;54,62;86,38;23,59;65,32
 13006 ; Bolívar ; Achí ;44,70;0,00;86,82;25,37;94,59;49,76;65,31
 05809 ; Antioquia ; Titiribí ;68,00;0,78;71,85;48,01;78,56;28,64;65,25
 50251 ; Meta ; El Castillo ;53,95;0,00;85,60;48,56;88,38;30,49;65,25
 27491 ; Chocó ; Nóvita ;56,52;0,00;94,46;37,38;92,34;46,69;65,22
 13442 ; Bolívar ; María La Baja ;67,77;0,00;89,35;50,26;82,35;38,73;65,21
 41016 ; Huila ; Aipe ;68,68;7,95;84,56;63,81;90,17;20,52;65,20
 18256 ; Caquetá ; El Paujil ;46,98;0,77;90,39;43,46;88,86;40,71;65,19
 54109 ; Norte De Santander ; Bucarasica ;68,07;4,81;87,98;28,88;88,36;58,71;65,18
 15442 ; Boyacá ; Maripí ;48,38;0,00;83,74;32,96;89,21;43,51;65,16
 50245 ; Meta ; El Calvario ;68,69;0,00;75,95;38,72;83,96;35,18;65,16
 08520 ; Atlántico ; Palmar de Varela ;74,74;10,64;66,59;53,36;93,19;12,87;65,15
 52694 ; Nariño ; San Pedro de Cartago ;48,19;3,58;86,12;36,93;88,36;46,74;65,15
 15172 ; Boyacá ; Chinavita ;45,60;4,75;72,34;27,19;87,52;45,21;65,13
 15762 ; Boyacá ; Sora ;37,89;0,98;75,29;22,72;86,40;49,63;65,13
 52390 ; Nariño ; La Tola ;28,74;0,00;95,37;20,55;94,61;62,24;65,12
 68464 ; Santander ; Mogotes ;52,67;1,56;88,17;36,07;89,31;46,05;65,10
 52540 ; Nariño ; Policarpa ;49,07;0,00;85,86;25,37;94,22;47,80;65,10
 05847 ; Antioquia ; Urrao ;78,77;8,18;75,55;57,67;86,20;21,62;65,09
 05086 ; Antioquia ; Belmira ;70,24;14,70;64,06;49,83;83,25;28,90;65,07
 13780 ; Bolívar ; Talaigua Nuevo ;57,71;0,00;89,00;35,79;93,08;40,96;65,05
 73270 ; Tolima ; Falan ;67,26;6,39;87,51;42,12;88,58;44,99;65,03
 27205 ; Chocó ; Condoto ;66,85;0,00;92,74;42,63;91,32;39,29;65,02
 15753 ; Boyacá ; Soatá ;47,92;5,03;87,25;43,59;87,49;42,66;65,01
 25805 ; Cundinamarca ; Tibacuy ;51,05;3,18;74,51;37,07;84,59;37,50;65,00
 73226 ; Tolima ; Cunday ;68,57;0,84;85,27;38,60;87,41;41,00;65,00
 68121 ; Santander ; Cabrera ;51,50;0,00;75,98;30,54;84,67;41,94;64,99
 52354 ; Nariño ; Imués ;31,91;2,13;94,53;29,05;95,69;52,89;64,98
 15368 ; Boyacá ; Jericó ;31,66;1,89;89,14;19,89;89,54;63,27;64,97
 17616 ; Caldas ; Risaralda ;71,69;1,74;79,87;39,38;89,29;33,51;64,96
 54520 ; Norte De Santander ; Pamplonita ;46,27;0,00;89,64;27,37;89,42;53,71;64,94
 25148 ; Cundinamarca ; Caparrapí ;55,12;0,00;80,96;37,82;89,37;33,97;64,94
 15832 ; Boyacá ; Tununguá ;54,93;0,00;51,26;26,10;85,13;20,70;64,93
 05240 ; Antioquia ; Ebéjico ;70,52;4,43;78,37;51,35;82,93;29,07;64,91
 05197 ; Antioquia ; Cocorná ;76,95;3,48;87,92;57,99;87,27;25,97;64,90
 15531 ; Boyacá ; Pauna ;44,15;1,43;80,83;22,99;89,39;50,80;64,90
 68773 ; Santander ; Sucre ;43,02;4,36;81,58;27,45;90,42;48,95;64,86
 17433 ; Caldas ; Manzanares ;66,21;0,43;82,51;46,17;87,75;28,48;64,85
 05659 ; Antioquia ; San Juan de Urabá ;56,66;6,94;90,11;46,48;90,90;39,93;64,83
 27615 ; Chocó ; Riosucio ;71,22;0,00;84,05;43,12;90,19;29,90;64,82
 54347 ; Norte De Santander ; Herrán ;50,70;7,56;68,88;26,19;88,20;43,24;64,81
 15114 ; Boyacá ; Busbanzá ;26,46;0,00;91,63;17,38;88,36;66,47;64,81
 68235 ; Santander ; El Carmen de Chucurí ;65,18;6,03;73,64;46,05;86,72;26,87;64,79
 25518 ; Cundinamarca ; Paime ;46,12;1,52;65,57;18,03;90,87;38,29;64,78
 76122 ; Valle Del Cauca ; Caicedonia ;75,89;5,57;79,58;68,84;83,41;11,88;64,77
 50350 ; Meta ; La Macarena ;63,58;3,96;84,79;43,13;87,76;37,45;64,75
 54051 ; Norte De Santander ; Arboledas ;32,59;2,62;92,07;22,41;92,42;59,91;64,74
 15185 ; Boyacá ; Chitaraque ;51,61;3,31;64,98;24,78;87,11;36,45;64,73
 17444 ; Caldas ; Marquetalia ;57,15;0,85;77,59;35,66;89,62;32,20;64,73
 05576 ; Antioquia ; Pueblorrico ;69,23;5,06;79,48;50,30;83,88;29,70;64,70
 47960 ; Magdalena ; Zapayán ;58,43;13,34;52,95;19,59;91,26;36,79;64,70
 15276 ; Boyacá ; Floresta ;35,75;2,39;78,78;19,29;89,39;52,32;64,68
 73622 ; Tolima ; Roncesvalles ;48,64;3,96;89,86;36,18;85,51;51,80;64,67
 63111 ; Quindio ; Buenavista ;68,15;1,01;64,68;41,23;79,26;24,10;64,65
 25407 ; Cundinamarca ; Lenguazaque ;72,99;6,41;64,11;44,84;80,08;25,17;64,64
 19785 ; Cauca ; Sucre ;51,38;0,00;87,64;20,74;90,25;55,82;64,64
 70523 ; Sucre ; Palmito ;78,77;3,91;76,54;38,84;92,40;27,73;64,62
 15189 ; Boyacá ; Ciénega ;57,05;5,94;65,07;32,94;86,33;31,00;64,59
 17272 ; Caldas ; Filadelfia ;63,99;2,68;80,73;44,86;87,17;29,25;64,53
 15466 ; Boyacá ; Monguí ;56,45;7,59;74,44;32,59;87,30;41,33;64,53
 05690 ; Antioquia ; Santo Domingo ;61,55;11,13;73,51;43,91;87,50;32,41;64,52
 25120 ; Cundinamarca ; Cabrera ;65,77;0,00;71,97;33,74;84,70;31,45;64,51
 15600 ; Boyacá ; Ráquira ;45,47;2,26;87,14;32,72;87,31;47,47;64,47
 66687 ; Risaralda ; Santuario ;65,45;8,01;74,01;55,74;84,41;19,76;64,46
 68264 ; Santander ; Encino ;45,79;0,00;73,83;29,54;82,32;39,93;64,45
 15537 ; Boyacá ; Paz de Río ;42,14;0,00;70,98;36,55;80,67;31,45;64,45
 25053 ; Cundinamarca ; Arbeláez ;63,28;2,97;74,96;47,11;81,19;27,31;64,45
 19532 ; Cauca ; Patía ;68,37;5,17;86,45;52,54;90,37;25,93;64,45
 52320 ; Nariño ; Guaitarilla ;54,00;0,97;81,91;27,09;93,05;40,15;64,43
 95025 ; Guaviare ; El Retorno ;67,93;0,00;91,12;43,77;88,52;35,68;64,43
 05411 ; Antioquia ; Liborina ;63,57;1,79;77,97;39,81;87,93;28,76;64,35
 25258 ; Cundinamarca ; El Peñón ;47,45;4,18;72,34;22,32;85,49;46,80;64,35
 47707 ; Magdalena ; Santa Ana ;64,27;0,00;87,86;46,40;93,43;23,69;64,33
 68444 ; Santander ; Matanza ;42,84;4,64;82,45;29,09;86,25;49,39;64,31
 52685 ; Nariño ; San Bernardo ;51,77;2,56;88,26;27,63;90,62;49,64;64,30
 20787 ; Cesar ; Tamalameque ;43,56;6,83;93,98;30,58;93,48;53,71;64,22
 52683 ; Nariño ; Sandoná ;51,73;3,64;94,08;41,33;93,25;38,76;64,17
 19473 ; Cauca ; Morales ;60,34;9,05;75,88;38,01;92,34;30,94;64,14
 63548 ; Quindio ; Pijao ;69,92;4,54;76,68;46,37;83,21;27,42;64,13
 23574 ; Córdoba ; Puerto Escondido ;55,41;0,00;96,04;32,44;94,71;43,90;64,12
 50330 ; Meta ; Mesetas ;61,77;2,41;71,57;29,34;89,56;30,52;64,08
 05490 ; Antioquia ; Necoclí ;74,13;12,37;89,05;62,15;92,55;22,19;64,08
 73024 ; Tolima ; Alpujarra ;56,39;4,30;83,90;41,08;85,00;37,30;64,00
 05642 ; Antioquia ; Salgar ;70,07;8,78;76,53;49,82;84,49;26,41;64,00
 68217 ; Santander ; Coromoro ;42,18;3,18;81,25;23,00;87,06;49,77;63,96
 41791 ; Huila ; Tarqui ;61,72;4,74;80,10;41,73;90,53;27,03;63,96
 68147 ; Santander ; Capitanejo ;44,29;0,72;73,28;28,20;82,97;37,60;63,94
 86755 ; Putumayo ; San Francisco ;60,62;3,05;74,25;39,37;82,51;29,90;63,91
 19780 ; Cauca ; Suárez ;62,77;6,65;87,42;47,16;88,77;32,44;63,89
 52687 ; Nariño ; San Lorenzo ;51,06;0,00;96,49;27,41;96,58;46,15;63,89
 15822 ; Boyacá ; Tota ;30,37;6,56;86,81;22,85;89,20;56,66;63,88
 19517 ; Cauca ; Paez ;65,63;0,00;90,51;36,37;94,23;32,92;63,84
 86760 ; Putumayo ; Santiago ;59,51;6,63;89,31;38,08;89,73;42,38;63,82
 95015 ; Guaviare ; Calamar ;67,40;0,00;69,46;27,39;88,77;26,70;63,81
 25777 ; Cundinamarca ; Supatá ;68,44;0,00;71,42;34,15;83,98;26,62;63,79
 13683 ; Bolívar ; Santa Rosa ;48,44;4,47;89,23;39,23;88,80;39,32;63,78
 63212 ; Quindio ; Córdoba ;63,34;0,00;86,22;42,98;87,47;28,52;63,78
 15293 ; Boyacá ; Gachantivá ;53,13;4,49;80,86;21,41;86,46;52,03;63,78
 73624 ; Tolima ; Rovira ;69,37;0,87;82,94;43,12;90,52;22,72;63,77
 54099 ; Norte De Santander ; Bochalema ;41,41;2,46;88,56;36,52;89,54;38,04;63,74
 54172 ; Norte De Santander ; Chinácota ;65,01;6,42;78,70;52,76;82,34;23,31;63,72
 05306 ; Antioquia ; Giraldo ;54,20;4,37;80,81;29,65;84,16;45,21;63,70
 68344 ; Santander ; Hato ;38,29;0,00;81,02;17,77;85,16;51,35;63,65
 54680 ; Norte De Santander ; Santiago ;45,58;4,40;91,69;34,26;88,45;46,44;63,65
 66440 ; Risaralda ; Marsella ;77,71;2,69;76,61;54,27;84,32;12,38;63,61
 50450 ; Meta ; Puerto Concordia ;61,59;5,14;82,49;33,56;87,87;38,91;63,58
 19050 ; Cauca ; Argelia ;60,01;1,06;89,07;34,44;92,66;34,65;63,56
 15022 ; Boyacá ; Almeida ;44,44;1,48;78,95;25,06;84,09;43,92;63,56
 68855 ; Santander ; Valle de San José ;51,08;7,92;84,37;42,96;84,92;37,13;63,54
 15816 ; Boyacá ; Togüí ;62,57;0,00;76,75;28,40;84,59;35,63;63,51
 70233 ; Sucre ; El Roble ;64,52;0,00;90,75;30,13;90,10;42,00;63,51
 18479 ; Caquetá ; Morelia ;55,43;0,00;82,98;36,55;81,79;36,13;63,47
 05858 ; Antioquia ; Vegachí ;67,35;9,58;79,78;52,77;85,32;23,24;63,47
 25324 ; Cundinamarca ; Guataquí ;56,25;0,00;71,23;31,34;80,14;31,29;63,45
 25823 ; Cundinamarca ; Topaipí ;63,42;0,00;69,21;15,12;90,78;34,75;63,43
 15223 ; Boyacá ; Cubará ;70,33;6,93;76,92;30,45;85,97;39,63;63,42
 76020 ; Valle Del Cauca ; Alcalá ;53,42;0,00;89,30;50,12;83,96;25,56;63,41
 19100 ; Cauca ; Bolívar ;74,97;3,28;90,75;43,94;94,40;26,04;63,40
 54223 ; Norte De Santander ; Cucutilla ;39,47;4,03;91,29;26,58;88,87;51,59;63,39
 70702 ; Sucre ; San Juan de Betulia ;75,98;0,00;90,34;38,51;90,93;31,07;63,38
 52210 ; Nariño ; Contadero ;48,01;3,69;90,38;16,62;91,16;58,00;63,35
 25871 ; Cundinamarca ; Villagómez ;55,06;0,00;62,95;17,40;84,21;32,48;63,34
 52378 ; Nariño ; La Cruz ;49,26;1,66;89,51;27,42;95,25;38,85;63,33
 19760 ; Cauca ; Sotara ;53,86;1,69;88,46;33,08;89,76;37,63;63,30
 19533 ; Cauca ; Piamonte ;75,11;0,00;85,39;34,30;85,22;36,16;63,30
 52418 ; Nariño ; Los Andes ;54,28;0,00;86,52;24,72;91,42;40,57;63,29
 68176 ; Santander ; Chima ;30,83;6,49;82,19;21,60;84,12;54,66;63,25
 18756 ; Caquetá ; Solano ;68,04;0,00;89,56;30,94;87,94;40,43;63,22
 05138 ; Antioquia ; Cañasgordas ;62,95;4,78;85,43;33,91;90,56;35,88;63,21
 25299 ; Cundinamarca ; Gama ;64,99;9,46;61,04;30,97;86,75;23,66;63,18
 27787 ; Chocó ; Tadó ;80,65;0,00;91,86;49,11;87,90;26,94;63,16
 63302 ; Quindio ; Génova ;78,31;5,80;81,27;42,14;83,37;31,10;63,08
 08436 ; Atlántico ; Manatí ;49,63;0,00;95,25;32,91;91,59;39,21;63,07
 54800 ; Norte De Santander ; Teorama ;47,34;5,05;86,82;34,46;89,67;36,98;63,06
 05045 ; Antioquia ; Apartadó ;49,36;41,13;61,25;79,03;82,58;14,16;63,06
 54261 ; Norte De Santander ; El Zulia ;57,87;11,21;80,43;57,05;88,50;15,05;63,02
 70771 ; Sucre ; Sucre ;64,90;6,11;72,50;24,63;94,56;28,50;63,01
 52224 ; Nariño ; Cuaspud ;51,48;1,10;95,93;23,25;95,00;47,31;63,01
 52051 ; Nariño ; Arboleda ;44,67;5,77;90,97;22,63;88,96;54,78;62,99
 23168 ; Córdoba ; Chimá ;58,03;0,59;91,40;26,35;92,51;41,33;62,98
 76863 ; Valle Del Cauca ; Versalles ;77,82;2,35;63,31;47,62;85,60;0,00;62,96
 85136 ; Casanare ; La Salina ;68,41;0,00;65,79;24,51;82,20;27,59;62,96
 52036 ; Nariño ; Ancuyá ;52,09;0,00;86,00;24,58;88,88;40,81;62,96
 68160 ; Santander ; Cepitá ;67,23;2,98;69,37;25,31;84,49;31,31;62,94
 05480 ; Antioquia ; Mutatá ;52,74;0,00;83,87;38,61;88,37;24,27;62,92
 73675 ; Tolima ; San Antonio ;60,69;3,52;90,89;37,57;90,24;34,30;62,88
 41548 ; Huila ; Pital ;60,72;4,47;87,85;38,69;87,50;34,03;62,87
 44855 ; La Guajira ; Urumita ;53,99;0,00;91,21;31,67;86,59;40,48;62,86
 52490 ; Nariño ; Olaya Herrera ;79,79;0,00;91,32;42,56;91,08;24,25;62,84
 70473 ; Sucre ; Morroa ;75,69;8,26;84,48;49,60;91,52;19,01;62,83
 05353 ; Antioquia ; Hispania ;51,25;8,34;81,20;45,88;78,68;33,38;62,81
 70678 ; Sucre ; San Benito Abad ;76,48;0,00;87,72;31,37;92,78;30,28;62,81
 25489 ; Cundinamarca ; Nimaima ;66,21;0,00;76,62;31,73;85,59;26,27;62,79
 08770 ; Atlántico ; Suan ;51,70;0,00;95,11;24,51;93,55;43,94;62,78
 68250 ; Santander ; El Peñón ;35,09;4,10;87,69;22,50;86,71;50,59;62,77
 15676 ; Boyacá ; San Miguel de Sema ;55,16;28,89;80,15;47,75;88,13;43,95;62,77
 27580 ; Chocó ; Río Iro ;49,38;0,00;88,37;16,26;86,39;53,34;62,76
 73616 ; Tolima ; Rioblanco ;60,85;1,91;86,93;30,86;91,60;33,13;62,75
 25862 ; Cundinamarca ; Vergara ;59,52;4,10;76,14;32,51;86,98;27,86;62,72
 15820 ; Boyacá ; Tópaga ;53,61;2,40;74,86;23,19;85,85;35,40;62,70
 25398 ; Cundinamarca ; La Peña ;58,35;2,59;68,02;18,26;88,79;30,63;62,69
 76823 ; Valle Del Cauca ; Toro ;68,99;2,89;86,46;61,55;83,45;9,96;62,68
 68152 ; Santander ; Carcasí ;52,96;0,56;90,21;27,33;85,25;44,84;62,66
 76250 ; Valle Del Cauca ; El Dovio ;71,12;1,22;87,82;45,46;85,76;23,46;62,63
 15087 ; Boyacá ; Belén ;63,27;1,84;86,39;39,59;83,83;30,96;62,63
 41503 ; Huila ; Oporapa ;43,69;3,72;78,09;12,59;88,95;47,55;62,63
 54670 ; Norte De Santander ; San Calixto ;44,82;1,62;93,78;19,76;90,94;51,24;62,62
 50270 ; Meta ; El Dorado ;66,86;0,00;79,79;33,22;84,42;28,06;62,61
 15500 ; Boyacá ; Oicatá ;50,98;2,71;76,08;26,02;80,08;39,61;62,60
 66318 ; Risaralda ; Guática ;39,01;3,78;67,39;28,84;91,31;16,96;62,59
 73461 ; Tolima ; Murillo ;56,31;0,00;81,63;29,87;85,70;31,86;62,58
 73686 ; Tolima ; Santa Isabel ;69,51;0,58;79,17;37,22;83,63;24,32;62,54
 05142 ; Antioquia ; Caracolí ;71,87;8,26;75,27;41,68;82,91;25,42;62,54
 15550 ; Boyacá ; Pisba ;22,44;5,11;92,54;8,50;86,71;69,89;62,53
 05284 ; Antioquia ; Frontino ;60,32;9,34;90,94;43,43;90,38;32,46;62,51
 47258 ; Magdalena ; El Piñon ;62,71;6,64;93,74;35,93;95,08;34,88;62,49
 15109 ; Boyacá ; Buenavista ;47,88;1,50;87,75;26,48;86,93;41,31;62,47
 05044 ; Antioquia ; Anza ;57,23;4,32;73,34;24,75;87,17;31,41;62,44
 15131 ; Boyacá ; Caldas ;43,58;10,69;81,89;30,88;83,76;44,51;62,40
 05150 ; Antioquia ; Carolina ;60,92;23,53;62,26;35,39;84,07;34,34;62,37
 52287 ; Nariño ; Funes ;47,84;2,02;79,57;17,96;89,52;39,08;62,36
 68468 ; Santander ; Molagavita ;60,61;1,60;88,79;26,81;87,23;41,05;62,35
 68673 ; Santander ; San Benito ;50,54;2,47;87,01;25,01;84,70;44,85;62,35
 15740 ; Boyacá ; Siachoque ;56,50;6,41;69,99;26,95;86,44;28,22;62,33
 68167 ; Santander ; Charalá ;68,42;7,11;73,65;48,01;75,93;21,68;62,29
 13433 ; Bolívar ; Mahates ;74,15;6,49;87,57;45,31;91,08;21,53;62,28
 25867 ; Cundinamarca ; Vianí ;64,03;1,47;58,64;28,28;81,55;14,47;62,28
 73067 ; Tolima ; Ataco ;59,64;2,54;86,73;29,74;90,45;33,06;62,28
 66456 ; Risaralda ; Mistrató ;63,78;1,08;85,09;28,51;91,60;29,71;62,27
 15092 ; Boyacá ; Betéitiva ;43,06;0,00;83,16;16,04;84,40;47,17;62,25
 23670 ; Córdoba ; San Andrés Sotavento ;92,03;0,40;89,98;72,31;93,84;51,23;62,19
 70230 ; Sucre ; Chalán ;80,22;12,55;65,21;33,42;89,95;20,26;62,18
 15755 ; Boyacá ; Socotá ;30,20;1,78;95,26;11,92;91,91;57,32;62,18
 15673 ; Boyacá ; San Mateo ;50,52;0,00;91,56;18,93;88,10;48,18;62,17
 05021 ; Antioquia ; Alejandría ;62,82;11,64;72,58;33,38;86,91;28,48;62,14
 15244 ; Boyacá ; El Cocuy ;61,19;0,00;80,65;28,18;84,80;30,69;62,13
 52699 ; Nariño ; Santacruz ;49,40;1,98;86,76;24,54;91,35;35,97;62,13
 68498 ; Santander ; Ocamonte ;66,76;6,54;82,34;39,30;83,82;29,40;62,12
 05347 ; Antioquia ; Heliconia ;58,16;7,49;72,36;28,69;79,41;36,22;62,11
 54418 ; Norte De Santander ; Lourdes ;52,66;1,88;89,07;25,56;87,75;40,83;62,10
 68296 ; Santander ; Galán ;45,60;1,99;87,09;25,83;83,28;43,40;62,09
 52083 ; Nariño ; Belén ;44,25;8,70;81,66;28,21;90,68;35,24;62,08
 05055 ; Antioquia ; Argelia ;72,29;1,55;88,12;33,09;89,06;30,02;62,08
 52203 ; Nariño ; Colón ;39,21;0,00;89,41;16,76;92,08;43,39;62,08
