"Cod.Depto";"Nombre.Departamento";"Cod.Mpio";"Nombre.Municipio";"Cod.MpioCompleto";"NBI";"Nota.Aclaratoria"
68;"SANTANDER";524;"PALMAS DEL SOCORRO";68524;29,15;
68;"SANTANDER";533;"PARAMO";68533;25,64;
68;"SANTANDER";547;"PIEDECUESTA";68547;14,36;
68;"SANTANDER";549;"PINCHOTE";68549;22,62;
68;"SANTANDER";572;"PUENTE NACIONAL";68572;35,07;
68;"SANTANDER";573;"PUERTO PARRA";68573;50,91;
68;"SANTANDER";575;"PUERTO WILCHES";68575;48,98;
68;"SANTANDER";615;"RIONEGRO";68615;39,31;
68;"SANTANDER";655;"SABANA DE TORRES";68655;33,22;
68;"SANTANDER";669;"SAN ANDRES";68669;35,5;
68;"SANTANDER";673;"SAN BENITO";68673;35,3;
68;"SANTANDER";679;"SAN GIL";68679;11,14;
68;"SANTANDER";682;"SAN JOAQUIN";68682;41,48;
68;"SANTANDER";684;"SAN JOSE DE MIRANDA";68684;56,8;
68;"SANTANDER";686;"SAN MIGUEL";68686;61,96;
68;"SANTANDER";689;"SAN VICENTE DE CHUCURI";68689;29,15;
68;"SANTANDER";705;"SANTA BARBARA";68705;39,05;
68;"SANTANDER";720;"SANTA HELENA DEL OPON";68720;56,91;
68;"SANTANDER";745;"SIMACOTA";68745;48,18;
68;"SANTANDER";755;"SOCORRO";68755;15,07;
68;"SANTANDER";770;"SUAITA";68770;35,09;
68;"SANTANDER";773;"SUCRE";68773;42,98;
68;"SANTANDER";780;"SURATA";68780;44,08;
68;"SANTANDER";820;"TONA";68820;24,1;
68;"SANTANDER";855;"VALLE DE SAN JOSE";68855;29,35;
68;"SANTANDER";861;"VELEZ";68861;34,05;
68;"SANTANDER";867;"VETAS";68867;20,8;
68;"SANTANDER";872;"VILLANUEVA";68872;34,4;
68;"SANTANDER";895;"ZAPATOCA";68895;18,11;
70;"SUCRE";1;"SINCELEJO";70001;42,02;
70;"SUCRE";110;"BUENAVISTA";70110;57,15;
70;"SUCRE";124;"CAIMITO";70124;68,06;
70;"SUCRE";204;"COLOSO";70204;81,51;
70;"SUCRE";215;"COROZAL";70215;44,84;
70;"SUCRE";221;"COVEÑAS";70221;56,2;
70;"SUCRE";230;"CHALAN";70230;71,03;
70;"SUCRE";233;"EL ROBLE";70233;71,58;
70;"SUCRE";235;"GALERAS";70235;53,11;
70;"SUCRE";265;"GUARANDA";70265;76,94;
70;"SUCRE";400;"LA UNION";70400;61,45;
70;"SUCRE";418;"LOS PALMITOS";70418;54,68;
70;"SUCRE";429;"MAJAGUAL";70429;73,96;
70;"SUCRE";473;"MORROA";70473;61,48;
70;"SUCRE";508;"OVEJAS";70508;55,5;
70;"SUCRE";523;"PALMITO";70523;73,37;
70;"SUCRE";670;"SAMPUES";70670;70,75;
70;"SUCRE";678;"SAN BENITO ABAD";70678;67,06;
70;"SUCRE";702;"SAN JUAN DE BETULIA";70702;55,51;
70;"SUCRE";708;"SAN MARCOS";70708;58,12;
70;"SUCRE";713;"SAN ONOFRE";70713;65,1;
70;"SUCRE";717;"SAN PEDRO";70717;57,27;
70;"SUCRE";742;"SAN LUIS DE SINCE";70742;51,18;
70;"SUCRE";771;"SUCRE";70771;80,3;
70;"SUCRE";820;"SANTIAGO DE TOLU";70820;47,46;
70;"SUCRE";823;"TOLU VIEJO";70823;55,85;
73;"TOLIMA";1;"IBAGUE";73001;16,23;
73;"TOLIMA";24;"ALPUJARRA";73024;39,31;
73;"TOLIMA";26;"ALVARADO";73026;45,82;
73;"TOLIMA";30;"AMBALEMA";73030;34,39;
73;"TOLIMA";43;"ANZOATEGUI";73043;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
73;"TOLIMA";55;"ARMERO";73055;32,63;
73;"TOLIMA";67;"ATACO";73067;66,43;
73;"TOLIMA";124;"CAJAMARCA";73124;28,34;
73;"TOLIMA";148;"CARMEN DE APICALA";73148;28,69;
73;"TOLIMA";152;"CASABIANCA";73152;32,55;
73;"TOLIMA";168;"CHAPARRAL";73168;47,65;
73;"TOLIMA";200;"COELLO";73200;45,77;
73;"TOLIMA";217;"COYAIMA";73217;71,74;
73;"TOLIMA";226;"CUNDAY";73226;40,54;
73;"TOLIMA";236;"DOLORES";73236;45,32;
73;"TOLIMA";268;"ESPINAL";73268;27,93;
73;"TOLIMA";270;"FALAN";73270;35,85;
73;"TOLIMA";275;"FLANDES";73275;21,4;
73;"TOLIMA";283;"FRESNO";73283;28,2;
73;"TOLIMA";319;"GUAMO";73319;33,94;
73;"TOLIMA";347;"HERVEO";73347;23,43;
73;"TOLIMA";349;"HONDA";73349;18,83;
73;"TOLIMA";352;"ICONONZO";73352;34,75;
73;"TOLIMA";408;"LERIDA";73408;27,35;
73;"TOLIMA";411;"LIBANO";73411;29,83;
73;"TOLIMA";443;"MARIQUITA";73443;23,5;
73;"TOLIMA";449;"MELGAR";73449;16,58;
73;"TOLIMA";461;"MURILLO";73461;39,61;
73;"TOLIMA";483;"NATAGAIMA";73483;47,04;
73;"TOLIMA";504;"ORTEGA";73504;64,04;
73;"TOLIMA";520;"PALOCABILDO";73520;38;
73;"TOLIMA";547;"PIEDRAS";73547;33,51;
73;"TOLIMA";555;"PLANADAS";73555;60,17;
73;"TOLIMA";563;"PRADO";73563;40,33;
73;"TOLIMA";585;"PURIFICACION";73585;33,44;
73;"TOLIMA";616;"RIOBLANCO";73616;65,95;
73;"TOLIMA";622;"RONCESVALLES";73622;35,51;
73;"TOLIMA";624;"ROVIRA";73624;45,96;
73;"TOLIMA";671;"SALDAÑA";73671;31,65;
73;"TOLIMA";675;"SAN ANTONIO";73675;51,33;
73;"TOLIMA";678;"SAN LUIS";73678;47,95;
73;"TOLIMA";686;"SANTA ISABEL";73686;29,09;
73;"TOLIMA";770;"SUAREZ";73770;51,95;
73;"TOLIMA";854;"VALLE DE SAN JUAN";73854;48,74;
73;"TOLIMA";861;"VENADILLO";73861;34,92;
73;"TOLIMA";870;"VILLAHERMOSA";73870;28,36;
73;"TOLIMA";873;"VILLARRICA";73873;35,46;
76;"VALLE DEL CAUCA";1;"CALI";76001;11,01;
76;"VALLE DEL CAUCA";20;"ALCALA";76020;25,56;
76;"VALLE DEL CAUCA";36;"ANDALUCIA";76036;18,44;
76;"VALLE DEL CAUCA";41;"ANSERMANUEVO";76041;30,97;
76;"VALLE DEL CAUCA";54;"ARGELIA";76054;29,6;
76;"VALLE DEL CAUCA";100;"BOLIVAR";76100;30,37;
76;"VALLE DEL CAUCA";109;"BUENAVENTURA";76109;35,85;
76;"VALLE DEL CAUCA";111;"GUADALAJARA DE BUGA";76111;11,56;
76;"VALLE DEL CAUCA";113;"BUGALAGRANDE";76113;21,31;
76;"VALLE DEL CAUCA";122;"CAICEDONIA";76122;15,94;
76;"VALLE DEL CAUCA";126;"CALIMA";76126;19,12;
76;"VALLE DEL CAUCA";130;"CANDELARIA";76130;14,51;
76;"VALLE DEL CAUCA";147;"CARTAGO";76147;15,69;
76;"VALLE DEL CAUCA";233;"DAGUA";76233;24,98;
76;"VALLE DEL CAUCA";243;"EL AGUILA";76243;27,27;
76;"VALLE DEL CAUCA";246;"EL CAIRO";76246;29,44;
76;"VALLE DEL CAUCA";248;"EL CERRITO";76248;18,69;
76;"VALLE DEL CAUCA";250;"EL DOVIO";76250;23,91;
76;"VALLE DEL CAUCA";275;"FLORIDA";76275;21,63;
76;"VALLE DEL CAUCA";306;"GINEBRA";76306;18,1;
76;"VALLE DEL CAUCA";318;"GUACARI";76318;21,42;
76;"VALLE DEL CAUCA";364;"JAMUNDI";76364;15,63;
76;"VALLE DEL CAUCA";377;"LA CUMBRE";76377;22,69;
76;"VALLE DEL CAUCA";400;"LA UNION";76400;18,41;
76;"VALLE DEL CAUCA";403;"LA VICTORIA";76403;18,74;
76;"VALLE DEL CAUCA";497;"OBANDO";76497;30,67;
76;"VALLE DEL CAUCA";520;"PALMIRA";76520;12,75;
76;"VALLE DEL CAUCA";563;"PRADERA";76563;23,8;
76;"VALLE DEL CAUCA";606;"RESTREPO";76606;20,84;
76;"VALLE DEL CAUCA";616;"RIOFRIO";76616;26,41;
76;"VALLE DEL CAUCA";622;"ROLDANILLO";76622;18,42;
76;"VALLE DEL CAUCA";670;"SAN PEDRO";76670;16,52;
76;"VALLE DEL CAUCA";736;"SEVILLA";76736;18,23;
76;"VALLE DEL CAUCA";823;"TORO";76823;29,9;
76;"VALLE DEL CAUCA";828;"TRUJILLO";76828;22,79;
76;"VALLE DEL CAUCA";834;"TULUA";76834;15,75;
76;"VALLE DEL CAUCA";845;"ULLOA";76845;23,4;
76;"VALLE DEL CAUCA";863;"VERSALLES";76863;18,95;
76;"VALLE DEL CAUCA";869;"VIJES";76869;21,15;
76;"VALLE DEL CAUCA";890;"YOTOCO";76890;26,59;
76;"VALLE DEL CAUCA";892;"YUMBO";76892;17,95;
76;"VALLE DEL CAUCA";895;"ZARZAL";76895;17,34;
81;"ARAUCA";1;"ARAUCA";81001;33,73;
81;"ARAUCA";65;"ARAUQUITA";81065;41,48;
81;"ARAUCA";220;"CRAVO NORTE";81220;53,91;
81;"ARAUCA";300;"FORTUL";81300;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
81;"ARAUCA";591;"PUERTO RONDON";81591;36,1;
81;"ARAUCA";736;"SARAVENA";81736;34,15;
81;"ARAUCA";794;"TAME";81794;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
85;"CASANARE";1;"YOPAL";85001;24,47;
85;"CASANARE";10;"AGUAZUL";85010;26,69;
85;"CASANARE";15;"CHAMEZA";85015;46,35;
85;"CASANARE";125;"HATO COROZAL";85125;57,31;
85;"CASANARE";136;"LA SALINA";85136;51,15;
85;"CASANARE";139;"MANI";85139;35,24;
85;"CASANARE";162;"MONTERREY";85162;27,24;
85;"CASANARE";225;"NUNCHIA";85225;64,02;
85;"CASANARE";230;"OROCUE";85230;62,83;
85;"CASANARE";250;"PAZ DE ARIPORO";85250;43,56;
85;"CASANARE";263;"PORE";85263;55,49;
85;"CASANARE";279;"RECETOR";85279;46,29;
85;"CASANARE";300;"SABANALARGA";85300;26,64;
85;"CASANARE";315;"SACAMA";85315;37,7;
85;"CASANARE";325;"SAN LUIS DE PALENQUE";85325;53,45;
85;"CASANARE";400;"TAMARA";85400;72,42;
85;"CASANARE";410;"TAURAMENA";85410;33,73;
85;"CASANARE";430;"TRINIDAD";85430;54,92;
85;"CASANARE";440;"VILLANUEVA";85440;31,92;
86;"PUTUMAYO";1;"MOCOA";86001;27,91;
86;"PUTUMAYO";219;"COLON";86219;19,65;
86;"PUTUMAYO";320;"ORITO";86320;51,11;
86;"PUTUMAYO";568;"PUERTO ASIS";86568;30,7;
86;"PUTUMAYO";569;"PUERTO CAICEDO";86569;41,38;
86;"PUTUMAYO";571;"PUERTO GUZMAN";86571;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
86;"PUTUMAYO";573;"LEGUIZAMO";86573;37,82;
86;"PUTUMAYO";749;"SIBUNDOY";86749;20,66;
86;"PUTUMAYO";755;"SAN FRANCISCO";86755;24,82;
86;"PUTUMAYO";757;"SAN MIGUEL";86757;40,62;
86;"PUTUMAYO";760;"SANTIAGO";86760;39,98;
86;"PUTUMAYO";865;"VALLE DEL GUAMUEZ";86865;39,16;
86;"PUTUMAYO";885;"VILLAGARZON";86885;35,68;
88;"SAN ANDRES";1;"SAN ANDRES";88001;42,45;
88;"SAN ANDRES";564;"PROVIDENCIA";88564;19,7;
91;"AMAZONAS";1;"LETICIA";91001;37,65;
91;"AMAZONAS";263;"EL ENCANTO (CD)";91263;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
91;"AMAZONAS";405;"LA CHORRERA (CD)";91405;52,89;
91;"AMAZONAS";407;"LA PEDRERA (CD)";91407;58,8;
91;"AMAZONAS";430;"LA VICTORIA (CD)";91430;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
91;"AMAZONAS";460;"MIRITI - PARANA (CD)";91460;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
91;"AMAZONAS";530;"PUERTO ALEGRIA (CD)";91530;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
91;"AMAZONAS";536;"PUERTO ARICA (CD)";91536;71,56;
91;"AMAZONAS";540;"PUERTO NARIÑO";91540;58,35;
91;"AMAZONAS";669;"PUERTO SANTANDER (CD)";91669;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
91;"AMAZONAS";798;"TARAPACA (CD)";91798;57,91;
94;"GUAINIA";1;"INIRIDA";94001;57,53;
94;"GUAINIA";343;"BARRANCO MINAS (CD)";94343;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";663;"MAPIRIPANA (CD)";94663;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";883;"SAN FELIPE (CD)";94883;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";884;"PUERTO COLOMBIA (CD)";94884;97,79;
94;"GUAINIA";885;"LA GUADALUPE (CD)";94885;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";886;"CACAHUAL (CD)";94886;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";887;"PANA PANA (CD)";94887;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
94;"GUAINIA";888;"MORICHAL (CD)";94888;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
95;"GUAVIARE";1;"SAN JOSE DEL GUAVIARE";95001;42,4;
95;"GUAVIARE";15;"CALAMAR";95015;28,52;
95;"GUAVIARE";25;"EL RETORNO";95025;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
95;"GUAVIARE";200;"MIRAFLORES";95200;44,39;
97;"VAUPES";1;"MITU";97001;51,78;
97;"VAUPES";161;"CARURU";97161;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
97;"VAUPES";511;"PACOA (CD)";97511;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
97;"VAUPES";666;"TARAIRA";97666;82,07;
97;"VAUPES";777;"PAPUNAUA (CD)";97777;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
97;"VAUPES";889;"YAVARATE (CD)";97889;78,52;
99;"VICHADA";1;"PUERTO CARREÑO";99001;45,62;
99;"VICHADA";524;"LA PRIMAVERA";99524;100;"Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación"
99;"VICHADA";624;"SANTA ROSALIA";99624;58,44;
99;"VICHADA";773;"CUMARIBO";99773;82,43;
